collection_item_link,title,abstract,transcript_url,in_collections,copyright_status,date_published,authors,subjects,material_type,publishers,language,pages,part_of,issn,permalink,filename,start_page,end_page,transcript_length
https://d.lib.msu.edu/jamr/292,Media uses and gratifications : a review,"The issues of how the media affect people, and what people do with the media have presented perennial and perplexing questions for communication scholars. Some of the research results in these areas are more controversial than useful. Uses and gratification studies straddle the two domains of media effects and people's employment of the media. The field of gratifications research holds great promise in the continual search for comprehensive knowledge on how and why we use the media. Drawing from a wide range of local and international literature, this unit presents copious evidence to show that gratifications research has universal application in many contexts, including development communication.",https://d.lib.msu.edu/jamr/292/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1995,"Emenyeonu, Bernard Nnamdi (/search?fq=name_author:Emenyeonu%2C%5C%20Bernard%5C%20Nnamdi)","Mass media--Audiences--Research

Mass media--Influence (/search?fq=subject_display:Mass%5C%20media%5C-%5C-Audiences%5C-%5C-Research)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 90-113,Africa media review. Vol. 9 no. 3 (1995),0258-4913,https://n2t.net/ark:/85335/m5mw2ch10 (https://n2t.net/ark:/85335/m5mw2ch10),africa_media_review_pdfs/jamr_292.pdf,90,113,45793
https://d.lib.msu.edu/jamr/261,Militancy and pragmatism : the genesis of the ANC's media policy,"The African National Congress (ANC) has been working towards establishing a blueprint for transition to a post-apartheid South Africa since the drawing up of the 'constitutional guidelines' in Lusaka in 1988. In all these deliberations, the political, land and economic policies have taken precedence, while In the area of social reform, housing, education and welfare have featured prominently. Detailed attention to the media has been a later development. Even so, media remains something of a poor cousin relegated to a lower order of priority while other areas of concern are better articulated. On 23/24th November, 1991, the Department of Information and Publicity (DIP) of the ANC convened a meeting of approximately 300 delegates to discuss the drafting of a media policy. The outcome of this gathering was a document entitled, Resolutions adopted at the DIP National Seminar (ANC, 1991). The Resolutions were prefaced by a 'Draft Media Charter' which was also the result of the November deliberations. The Resolutions and the Charter were adopted by the ANC's National Executive Committee on 13th January, 1992, and remain the key expositions of ANC media policy. This paper examines that policy in light of the potential and powerful impact of the broadcast media.",https://d.lib.msu.edu/jamr/261/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1994,"Teer-Tomaselli, Ruth, 1953- (/search?fq=name_author:Teer%5C-Tomaselli%2C%5C%20Ruth%2C%5C%201953%5C-)","African National Congress

Political parties--Platforms

Mass media policy

Television broadcasting

Radio broadcasting

South Africa (/search?fq=subject_display:African%5C%20National%5C%20Congress)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 73-88,Africa media review. Vol. 8 no. 2 (1994),0258-4913,https://n2t.net/ark:/85335/m5x924m59 (https://n2t.net/ark:/85335/m5x924m59),africa_media_review_pdfs/jamr_261.pdf,73,88,39616
https://d.lib.msu.edu/jamr/53,Mobilizing people's support for development : an analysis of public enlightenment campaigns in Africa,"This paper directs its attention on information campaign effectiveness. It examines some theoretical and practical considerations that should be taken into account in planning and executing public englightenment campaigns in Nigeria and other developing countries and offers a multimedia model for more effective information campaigns in these areas. According to the model, well prepared and packaged information campaign messages should flow from the information campaign headquarters to the mass media and the interpersonal and group communication channels, and through these channels to the target audiences with continual monitoring and evaluation by campaign officials. The suggested model is diagramatically provided.",https://d.lib.msu.edu/jamr/53/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1986-06,"Nwosu, Ikechukwu Enoch (/search?fq=name_author:Nwosu%2C%5C%20Ikechukwu%5C%20Enoch)","Communication in social action

Africa

Nigeria (/search?fq=subject_display:Communication%5C%20in%5C%20social%5C%20action)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 48-65,Africa media review. Vol. 1 no. 1 (1986 June),0258-4913,https://n2t.net/ark:/85335/m57m0727g (https://n2t.net/ark:/85335/m57m0727g),africa_media_review_pdfs/jamr_53.pdf,48,65,46948
https://d.lib.msu.edu/jamr/182,Motivations for choice of course and career preferences of Nigerian female students : implications for the status of media women in a developing nation,"This paper presents a survey of Nigerian female students to determine their motivations for taking up journalism training. The study found that almost as many female as male students enrol in the country's journalism training institutions at the moment - which factor should advance women's representation in the media. Moreover, most of the female students surveyed consider journalism to be a profession as much suited for women as for men. However, it finds marital status to be an important factor in career choice; married students said they would quit work if it interfered with their family responsibilities. Secondly, most respondents tended to prefer more glamorous roles in television, radio, public relations or advertising to aspects of journalism such as reporting. These two factors have important implications for career advancement of women journalists and may continue to exacerbate women's under-representation in Nigeria's mass media institutions.",https://d.lib.msu.edu/jamr/182/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1991,"Emenyeonu, Bernard Nnamdi (/search?fq=name_author:Emenyeonu%2C%5C%20Bernard%5C%20Nnamdi)","Journalism

Vocational guidance

Sex differences

Women journalists

Nigeria (/search?fq=subject_display:Journalism)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 71-84,Africa media review. Vol. 5 no. 2 (1991),0258-4913,https://n2t.net/ark:/85335/m5kd1tn5k (https://n2t.net/ark:/85335/m5kd1tn5k),africa_media_review_pdfs/jamr_182.pdf,71,84,26985
https://d.lib.msu.edu/jamr/126,Multilingualism in Sub-Saharan Africa,"This study examines the issue of multilingualism in sub-Saharan Africa. It first gives an overview of the language situation in a select group of sub-Saharan African countries and then investigates the place of multilingualism in two vital aspects of the political life of the region, namely, education and communication. Finally it proposes a model for classifying sub-Saharan African countries according to their levels of commitment to the use of indigenous languages.",https://d.lib.msu.edu/jamr/126/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1989,"Badejo, Bamidele Rotimi (/search?fq=name_author:Badejo%2C%5C%20Bamidele%5C%20Rotimi)","Multilingualism

Multilingual communication

Multilingual education

Sub-Saharan Africa (/search?fq=subject_display:Multilingualism)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 40-53,Africa media review. Vol. 3 no. 2 (1989),0258-4913,https://n2t.net/ark:/85335/m55b02411 (https://n2t.net/ark:/85335/m55b02411),africa_media_review_pdfs/jamr_126.pdf,40,53,32671
https://d.lib.msu.edu/jamr/285,National images in the age of the information superhighway : African perspectives,"The thesis of this paper is that the information superhighway, largely represented by the Internet is not the panacea for all communication problems today, it holds great promise for linking many parts of the world. Unfortunately for the South, and Africa in particular, the increased ease of global communication has not reduced the quantity and intensity of negative news about them. The paper cites instances where the Western media have capitalised on negative aspects of Africa. This state of affairs, has led to the fuelling of Afro-pessimism by non-Africans and Africans alike. Although the prospects for change exist, the absence of serious approaches by African states will reduce the pace of progress. Diplomacy, national news management, public relations, and non-govemmental organisations are some of the approaches being adopted by individual states, each with varying degrees of success.",https://d.lib.msu.edu/jamr/285/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1995,"Okigbo, Charles (/search?fq=name_author:Okigbo%2C%5C%20Charles)","Information superhighway

Press coverage

Africa (/search?fq=subject_display:Information%5C%20superhighway)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 105-121,Africa media review. Vol. 9 no. 2 (1995),0258-4913,https://n2t.net/ark:/85335/m5319w50m (https://n2t.net/ark:/85335/m5319w50m),africa_media_review_pdfs/jamr_285.pdf,105,121,33435
https://d.lib.msu.edu/jamr/256,National interest and the media : comparison of the coverage of Kenyan elections by the New York Times and The Guardian,"The present study is an attempt to analyze how a British and an American newspaper covered Kenya's elections based on the premise that Britain and the U. S. have different national interests in their relationship with Kenya. The period covered is from the date the elections were announced to one month after the elections were held. There were 11 articles from the New York Times and 12 from the Guardian. Each of the papers had a reporter assigned to cover the elections in Kenya. Qualitatively, the study tries to examine the connotation of the words and phrases within the particular context they are used so as to identify recurring themes that could correspond to each of the country's perceived self-interest. The analysis is divided into two phases - the period before the elections and the period after the elections. The first was examined under two sub-themes: election fairness and stability. The specific areas that the study analyzed were sources of information, threat to stability and headlines. Findings show that the mass media have become important and powerful instruments in today's process of foreign policy formulation especially in the US and Great Britain which are driven by national self interest.",https://d.lib.msu.edu/jamr/256/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1994,"Gikaru, Lawrence (/search?fq=name_author:Gikaru%2C%5C%20Lawrence)","Elections--Press coverage

Press coverage

United States

Great Britain

Kenya

New York times (/search?fq=subject_display:Elections%5C-%5C-Press%5C%20coverage)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 27-38,Africa media review. Vol. 8 no. 2 (1994),0258-4913,https://n2t.net/ark:/85335/m5nv9dd06 (https://n2t.net/ark:/85335/m5nv9dd06),africa_media_review_pdfs/jamr_256.pdf,27,38,23964
https://d.lib.msu.edu/jamr/64,New development-oriented models of communication research/or Africa : the case for focus group research in Africa,"This paper explores the nature of communication research going on in Africa The author argues that while the absence of a research tradition in Africa compels researchers on African affairs to adapt and replicate some American, European, and Soviet research strategies, there is a real need for communication researchers to take cognizance of the cultural context in which their research in Africa takes place. He singles out the ""focus group' approach as being particularly suitable for data elicitation from Africans because it harmonizes well with their social-group orientation. This approach, he argues, has the merit of generating new hypotheses since it allows interviewees to respond or behave in unanticipated ways. The author, however, does not expect the approach to be problem-free and he makes useful suggestions as to how some of the anticipated problems may be overcome.",https://d.lib.msu.edu/jamr/64/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1987,"Obeng-Quaidoo, Isaac (/search?fq=name_author:Obeng%5C-Quaidoo%2C%5C%20Isaac)","Communication--Research

Information theory

Focus groups

Africa (/search?fq=subject_display:Communication%5C-%5C-Research)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 53-65,Africa media review. Vol. 1 no. 2 (1987),0258-4913,https://n2t.net/ark:/85335/m5ft8hm6f (https://n2t.net/ark:/85335/m5ft8hm6f),africa_media_review_pdfs/jamr_64.pdf,53,65,34618
https://d.lib.msu.edu/jamr/152,Newspaper response to national mobilization efforts : an examination of the impact of a new public policy on media coverage,"In an attempt to redeem the imbalance in the quality of life between the rural and urban areas, Nigeria's Federal Military Government set up the Directorate of Food, Roads and Rural Infrastructure (DFRRI) in February 1986 to provide the much needed infrastructural base for the development of rural areas. In the same vein, the mass media have been urged to join in this battle to uplift the quality of life in the rural areas. This study examined the two years (1984 and 1985) before the setting up of DFRRI, and 1986 and 1987 when the directorate had operated with a view to finding out if there were qualitative and quantitative differences in Nigerian newspapers' coverage of the rural areas between these two periods. Some were noticed while, in the main, there were little qualitative differences between the two periods.",https://d.lib.msu.edu/jamr/152/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1990,"Ozoh, Hilary C. (Hilary Chidi) (/search?fq=name_author:Ozoh%2C%5C%20Hilary%5C%20C.%5C%20%5C%28Hilary%5C%20Chidi%5C%29)","Nigeria. Directorate of Food, Roads, and Rural Infrastructures

Rural development

Press coverage

Communication in rural development

Nigeria (/search?fq=subject_display:Nigeria.%5C%20Directorate%5C%20of%5C%20Food%2C%5C%20Roads%2C%5C%20and%5C%20Rural%5C%20Infrastructures)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 37-47,Africa media review. Vol. 4 no. 2 (1990),0258-4913,https://n2t.net/ark:/85335/m5mp4zq1d (https://n2t.net/ark:/85335/m5mp4zq1d),africa_media_review_pdfs/jamr_152.pdf,37,47,24463
https://d.lib.msu.edu/jamr/197,Nigeria and India : the use of film for development-whispers in a crowd,"Nigeria and India have both attempted to use the film industry for development but in both cases the full potential of the medium has been stymied by lack of government support and a general feeling of disinterest among the nations' populations. But there are directors and producers in each country who are attempting to raise their voices above the commercially dominated noise of their respective country's cinema. Film could be a strong tool for development. It can be used to contribute to a feeling of nationhood, as a voice for national planning, to help teach necessary skills, to extend the effective market, to help people look to the future, and to prepare people to play a role in nation building. But without serious changes in the structure of government relations with the cinema in Nigeria and India changes may not come. A few directors and producers in each nation have started to use cinema for development, but their efforts must be fostered by the national government to be effective.",https://d.lib.msu.edu/jamr/197/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1992,"Sauer, Matthew E. (/search?fq=name_author:Sauer%2C%5C%20Matthew%5C%20E.)","Motion picture industry and state

Mass media in economic development

Motion pictures

Nigeria

India (/search?fq=subject_display:Motion%5C%20picture%5C%20industry%5C%20and%5C%20state)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 25-34,Africa media review. Vol. 6 no. 1 (1992),0258-4913,https://n2t.net/ark:/85335/m5qr4rs7b (https://n2t.net/ark:/85335/m5qr4rs7b),africa_media_review_pdfs/jamr_197.pdf,25,34,24861
https://d.lib.msu.edu/jamr/243,Nigerian mass media handling of conflict situations in the West African sub-region,"A content analytic study examines the coverage of conflicts within, between, and among nations of the West African sub-region by three of Nigeria's leading national dailies and three major weekly news magazines. The aim of the study was to find out how far the newspapers and news magazines made efforts to contribute toward the resolution of the conflicts, in terms of the extent to which they covered the conflicts, and how they went about presenting their news stories, writing their editorials, and making their commentaries on the conflicts. The results showed that the dailies and the weekly news magazines made fairly good efforts to report on the conflicts, and that they gave relatively appropriate emphases to conflict stories, and exhibited such other professional standards as balance, constructiveness, and responsibility in story writing and presentation. However, these standards did not apply to all the nations of the sub-region to the same degree, except for emphases and constructiveness. Nigerian conflicts took a large majority of the media's attention in terms of absolute coverage and balance and responsibility in story writing and presentation, as against conflicts in the 15 other West African nations.",https://d.lib.msu.edu/jamr/243/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1994,"Edeani, David O., 1933- (/search?fq=name_author:Edeani%2C%5C%20David%5C%20O.%2C%5C%201933%5C-)","War--Press coverage

International relations

Press coverage

Diplomatic relations

Nigeria

West Africa (/search?fq=subject_display:War%5C-%5C-Press%5C%20coverage)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 25-46,Africa media review. Vol. 8 no. 1 (1994),0258-4913,https://n2t.net/ark:/85335/m5ws8mp1v (https://n2t.net/ark:/85335/m5ws8mp1v),africa_media_review_pdfs/jamr_243.pdf,25,46,55484
https://d.lib.msu.edu/jamr/177,"Noble savages, communists and terrorists : hegemonic imperatives in mediated images of Africa from Mungo Park to Gaddafi","This paper uses the Marxist postulatethat it is those segments of society which monopolize the production of knowledge and information which determine the general ideas and opinions that pervade society to analyse media coverage of Africa from the early days of explorers to the present time. It links the most salient images evoked by the mass media with the prevailing socioeconomic and political climates that have given impetus to current processes of ideological reproduction. Comparison of early reportage of Africa by European explorers and journalists (e.g. Stanley, Lugard) with contemporary media coverage of the continent reveals a persistent reference to Africans as barbaric, noble savages, communists and terrorists. Such references (images) have powerful ideological implications for the maintenance of the hegemony of a particular socioeconomic system over others. Just as they justified slavery and colonialism in the last century, such images now justify imperialism and military adventurism in Africa.",https://d.lib.msu.edu/jamr/177/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1991,"Abdullahi, Abubakar (College teacher) (/search?fq=name_author:Abdullahi%2C%5C%20Abubakar%5C%20%5C%28College%5C%20teacher%5C%29)","Mass media and world politics

Mass media and public opinion

Africa (/search?fq=subject_display:Mass%5C%20media%5C%20and%5C%20world%5C%20politics)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 1-16,Africa media review. Vol. 5 no. 2 (1991),0258-4913,https://n2t.net/ark:/85335/m5d798c92 (https://n2t.net/ark:/85335/m5d798c92),africa_media_review_pdfs/jamr_177.pdf,1,16,41326
https://d.lib.msu.edu/jamr/117,"Objectivity, sycophancy and the media reality in Nigeria","Against the backdrop of the familiar yet peculiar African political scene, where, from country to country, military dictatorships struggle (without real success), at wearing smiling faces; or where democracies strap of such full armour as to brook no opposition, this article discusses objectivity in the media. Objectivity is the state or quality of not being influenced by personal bias, prejudice, feelings and opinions. Objective news-reporting Is that which is devoid of inferences. Judgement and slanting. Yet modern journalism is not altogether a professional practice in which the operators become, simply, automatons - unthinking, unfeeling and without emotion. Objectivity is thus a relative term - relative to the system that exists. The position adopted by this article is that objectivity in news presentation is not a myth, nor a mere philosophical abstraction, but an attainable media goal which the journalist must strive for, even in the face of opposing realities. Six factors which the journalist and the media must grapple with, if objectivity is to be meaningful and a worthwhile journalistic pursuit, are presented.",https://d.lib.msu.edu/jamr/117/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1988,"Ayodele, Olumuyiwa (/search?fq=name_author:Ayodele%2C%5C%20Olumuyiwa)","Journalism--Objectivity

Nigeria (/search?fq=subject_display:Journalism%5C-%5C-Objectivity)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 106-123,Africa media review. Vol. 3 no. 1 (1988),0258-4913,https://n2t.net/ark:/85335/m5pz54p47 (https://n2t.net/ark:/85335/m5pz54p47),africa_media_review_pdfs/jamr_117.pdf,106,123,29456
https://d.lib.msu.edu/jamr/145,On mass communication and mass incommunication in Nigeria,"Despite the prevalence of mass media institutions and 'paraphernalia' in Nigeria, the Nigerian masses still remain marginalized and denied their right to communicate through the conventional mass media. This is due to the structure of mass media ownership and distribution which reflects pro-urban concentration and bias. This article argues that given this reality, one cannot legitimately and accurately talk of 'mass' communication in Nigeria since the media of mass communication is used mainly to talk to the masses rather than with the masses; neither are they used by the masses themselves to talk with each other. To this extent, therefore, there is a state of 'mass incommunication' in Nigeria, a state which calls for urgent change through democratization of the mass media.",https://d.lib.msu.edu/jamr/145/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1990,"Adesonaye, Festus (/search?fq=name_author:Adesonaye%2C%5C%20Festus)","Communication

Mass media--Ownership

Mass media--Objectivity

Nigeria (/search?fq=subject_display:Communication)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 60-74,Africa media review. Vol. 4 no. 1 (1990),0258-4913,https://n2t.net/ark:/85335/m5qb9z75f (https://n2t.net/ark:/85335/m5qb9z75f),africa_media_review_pdfs/jamr_145.pdf,60,74,42211
https://d.lib.msu.edu/jamr/73,Organising a television service for rural areas,"This paper examines the present structure and organisation of television in the country and highlights weaknesses which arise from a non-appreciation of the information needs of the people to whom television messages should be directed. It also explores the ways by which existing media facilities (traditional and modern) could be effectively harnessed to run a system that would meaningfully penetrate the rural areas. Highlighting the lack of creativity and initiative among television service policy makers, it proposes some strategies for making television move progressively from the studios to individual households.",https://d.lib.msu.edu/jamr/73/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1987,"Wilson, Des, Ph. D. (/search?fq=name_author:Wilson%2C%5C%20Des%2C%5C%20Ph.%5C%20D.)","Television broadcasting

Rural conditions (/search?fq=subject_display:Television%5C%20broadcasting)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 36-48,Africa media review. Vol. 1 no. 3 (1987),0258-4913,https://n2t.net/ark:/85335/m52f7nt3r (https://n2t.net/ark:/85335/m52f7nt3r),africa_media_review_pdfs/jamr_73.pdf,36,48,38635
https://d.lib.msu.edu/jamr/275,Organizations : new directions for development communication,"This paper makes a case for the study of organizational communication as essential to development communication. It briefly traces the history of development communication and how mass media became synonymous with development communication. The assumptions underlying mass media's pre-eminence is revisited in order to make a case for organizational communication in an African environment. In the later sections, it describes a model for the study of development systems and organizational communication components.",https://d.lib.msu.edu/jamr/275/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1995,"Onwumechili, Chuka (/search?fq=name_author:Onwumechili%2C%5C%20Chuka)","Communication in economic development

Research

History

Mass media

Communication in organizations--Research

Africa (/search?fq=subject_display:Communication%5C%20in%5C%20economic%5C%20development)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 53-69,Africa media review. Vol. 9 no. 1 (1995),0258-4913,https://n2t.net/ark:/85335/m5kp7xt4m (https://n2t.net/ark:/85335/m5kp7xt4m),africa_media_review_pdfs/jamr_275.pdf,53,69,30137
https://d.lib.msu.edu/jamr/181,Origins and interpretation of Nigerian press laws,"The paper traces colonial legacies in Nigeria's press laws. Specifically, it traces the early antecedents of the Public Officers (Protection Against False Accusation) Decree No. 4 of 1984 and finds that it was modelled after earlier libel and sedition laws and the Newspaper Amendment Act, all of which criminalize free speech and opinion directed against those in authority. The study finds similarities in the motivations behind the promulgation of Decree No. 4 and those behind the earlier libel and sedition laws, i.e. fear of those in authority of criticism. Although Nigerian courts were reluctant to uphold individuals' rights of free speech and opinion shortly after independence, the study finds that later court decisions have found sections of the criminal code and sedition laws which criminalize free speech to be anachronistic and unconstitutional.",https://d.lib.msu.edu/jamr/181/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1991,"Ogbondah, Chris W. (Chris Wolumati)

Onyedike, Emmanuel U. (/search?fq=name_author:Ogbondah%2C%5C%20Chris%5C%20W.%5C%20%5C%28Chris%5C%20Wolumati%5C%29)","Press law

History

Nigeria (/search?fq=subject_display:Press%5C%20law)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 59-70,Africa media review. Vol. 5 no. 2 (1991),0258-4913,https://n2t.net/ark:/85335/m5n012w2n (https://n2t.net/ark:/85335/m5n012w2n),africa_media_review_pdfs/jamr_181.pdf,59,70,31910
https://d.lib.msu.edu/jamr/267,Participation or the popular : where to find a nest for the restless minds of rural transition?,"This paper is an extension of a rural communication project by Unesco/IPDC and the Finnish International Development Agency FINNIDA, focusing on nine villages in northern Tanzania. The project was given the name Commedia, an abbreviation of ""Community Media for Rural Development"". Its aim was to promote grassroots communication and dialogue between the village and nation-level media. It was originally envisioned as a pilot experiment for a huge programme, finally covering all the 8,000 villages in Tanzania and shifting the urban bias in Tanzanian mass communication. The project did not work out quite in the way it was planned. The Commedia story includes the ups and downs of an exercise seeking a balance between idealism and a cruel and capricious reality, not always responding to set objectives in the way planned in the project document (Kivikuru et al, forthcoming).",https://d.lib.msu.edu/jamr/267/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1994,"Kivikuru, Ullamaija (/search?fq=name_author:Kivikuru%2C%5C%20Ullamaija)","Communication in rural development

Mass media--Objectivity

Rural-urban relations

Tanzania (/search?fq=subject_display:Communication%5C%20in%5C%20rural%5C%20development)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 40-77,Africa media review. Vol. 8 no. 3 (1994),0258-4913,https://n2t.net/ark:/85335/m5sx67c2f (https://n2t.net/ark:/85335/m5sx67c2f),africa_media_review_pdfs/jamr_267.pdf,40,77,88679
https://d.lib.msu.edu/jamr/6,Participatory communication (research) from a Freirean perspective,"Paulo Freire's ideas on education, conscientization and participatory development have assumed the status of external and universal truths which can be applied in any developing society. Though Freire's theory of dialogical communcation and action is based on group dialogue rather than the mass media, there is a sense in which this theory can apply to almost any aspect of human communication, in a truly participatory manner. Inspite of the attraction of participatory methodologies, their users are cautioned against uncritical application in all situations.",https://d.lib.msu.edu/jamr/6/FULL_TEXT/view,Africa Media Review (/jamr),In Copyright,1996,"Servaes, Jan, 1952- (/search?fq=name_author:Servaes%2C%5C%20Jan%2C%5C%201952%5C-)","Freire, Paulo, 1921-1997

Philosophy

Communication

Developing countries (/search?fq=subject_display:Freire%2C%5C%20Paulo%2C%5C%201921%5C-1997)",Articles (/search?fq=genre_aat:Articles),Institute for Communication Development and Research (African Council on Communication Education) (/search?fq=name_publisher:Institute%5C%20for%5C%20Communication%5C%20Development%5C%20and%5C%20Research%5C%20%5C%28African%5C%20Council%5C%20on%5C%20Communication%5C%20Education%5C%29),English,Pages 73-91,Africa media review. Vol. 10 no. 1 (1996),0258-4913,https://n2t.net/ark:/85335/m5hh6g78t (https://n2t.net/ark:/85335/m5hh6g78t),africa_media_review_pdfs/jamr_6.pdf,73,91,35250
